tweet_id,time,user_id,user_name,follower_count,friends_count,retweet_count,category
5641,4/23/2020,14531407,raptalk,2192,610,0,rap
5642,4/23/2020,844357513,ArtistRack_,55399,52966,0,rap
5643,4/23/2020,1.25E+18,lokasmorin,8,99,0,rap
5644,4/23/2020,242872717,beatstrikeradio,12412,7187,0,rap
5645,4/23/2020,102117313,NewKidGenerat,1047,1937,0,rap
5646,4/23/2020,1588741218,FlyGuyCorporate,395,1826,1,rap
5647,4/23/2020,9.17E+17,thehot365,104,42,0,rap
5648,4/23/2020,439745732,Kev13M,755,809,1,rap
5649,4/23/2020,363622548,islewdem,489,779,7,rap
5650,4/23/2020,40933039,RickyWaddas,17591,5284,0,rap
5651,4/23/2020,17621327,trackstarz,31431,15856,0,rap
5652,4/23/2020,844344403,_ArtistRack,84373,69652,0,rap
5653,4/23/2020,844357513,ArtistRack_,55399,52966,0,rap
5654,4/23/2020,53809315,CCDesigns21,62918,32593,3,rap
5655,4/23/2020,8.92E+17,MamasMatter2,269,21,0,rap
5656,4/23/2020,1.06E+18,WSpawnz,329,930,0,rap
5657,4/23/2020,40933039,RickyWaddas,17591,5284,0,rap
5658,4/23/2020,3131468529,ArtistRTweeters,5143,0,1,rap
5659,4/23/2020,9.02E+17,speakeronloud,1377,863,3,rap
5660,4/23/2020,108113522,StreetsConnect,1887,1239,1,rap
5661,4/23/2020,211795689,iamjustingreene,167911,152061,3,rap
5662,4/23/2020,1481163182,SkateBoardNazty,3568,3356,1,rap
5663,4/23/2020,40933039,RickyWaddas,17591,5284,0,rap
5664,4/23/2020,1.06E+18,WSpawnz,329,930,0,rap
5665,4/23/2020,242872717,beatstrikeradio,12412,7187,0,rap
5666,4/23/2020,1.14E+18,MuniBeats,1095,764,2,rap
5667,4/23/2020,1.19E+18,Officiallui17,19,264,1,rap
5668,4/23/2020,97335569,nemofrenchkick,83,86,0,rap
5669,4/23/2020,1133255809,AVALANCHE_RAP,4948,5,0,rap
5670,4/23/2020,40933039,RickyWaddas,17591,5284,0,rap
5671,4/23/2020,1.25E+18,Donnova28542872,4,65,2,rap
5672,4/23/2020,1.23E+18,SharkRadioNet,1249,2,2,rap
5673,4/23/2020,844357513,ArtistRack_,55399,52966,0,rap
5674,4/23/2020,844344403,_ArtistRack,84373,69652,0,rap
5675,4/23/2020,1.08E+18,WLALIEN,1602,1599,2,rap
5676,4/23/2020,1.03E+18,SamuelAdewumi18,581,2396,134,rap
5677,4/23/2020,40933039,RickyWaddas,17591,5284,0,rap
5678,4/23/2020,9.34E+17,crazysweetent,293,1411,2,rap
5679,4/23/2020,7.68E+17,NVSData,3442,279,8,rap
5680,4/23/2020,1.24E+18,_twitwork,313,1,8,rap
5681,4/23/2020,1.24E+18,LeVraiKsixty,5,12,0,rap
5682,4/23/2020,9.86E+17,Yaro_b_,107,118,0,rap
5683,4/23/2020,370531067,mayormeez,349,750,0,rap
5684,4/23/2020,3040871649,hubofml,3163,11,8,rap
5685,4/23/2020,8.84E+17,TechnoBotNL,2164,35,8,rap
5686,4/23/2020,242872717,beatstrikeradio,12412,7187,0,rap
5687,4/23/2020,9.38E+17,skeretatadj,2273,1239,8,rap
5688,4/23/2020,3800378352,lexiicordero,360,263,7,rap
5689,4/23/2020,9.38E+17,skeretatadj,2273,1239,2,rap
5690,4/23/2020,3343998599,doncedrao,770,600,5,rap
5691,4/23/2020,1.00E+18,machine_ml,9139,21,8,rap
5692,4/23/2020,206161301,Skypp317,6959,2953,10,rap
5693,4/23/2020,7.11E+17,msarozz,1791,471,8,rap
5694,4/23/2020,206161301,Skypp317,6959,2953,18,rap
5695,4/23/2020,40933039,RickyWaddas,17591,5284,0,rap
5696,4/23/2020,3131468529,ArtistRTweeters,5143,0,8,rap
5697,4/23/2020,7.58E+17,gguilherme_a,1222,831,5,rap
5698,4/23/2020,221088789,JL_Mico,26126,0,8,rap
5699,4/23/2020,53809315,CCDesigns21,62918,32593,3,rap
5700,4/23/2020,1.15E+18,FilmMusicTracks,1930,186,1,rap
5701,4/23/2020,9.02E+17,speakeronloud,1377,863,3,rap
5702,4/23/2020,7.06E+17,Sagarda60581289,2,6,2,rap
5703,4/23/2020,211795689,iamjustingreene,167911,152061,3,rap
5704,4/23/2020,221088789,JL_Mico,26126,0,1,rap
5705,4/23/2020,8.64E+17,_Phantom_Beats,168,763,0,rap
5706,4/23/2020,428695457,LukeWhite9,3957,3280,0,rap
5707,4/23/2020,121477139,corporatethief,7098,7860,0,rap
5708,4/23/2020,242872717,beatstrikeradio,12412,7187,0,rap
5709,4/23/2020,9.67E+17,THR111Records,783,345,6,rap
5710,4/23/2020,499287423,RyanBowersOB,2119,957,2,rap
5711,4/23/2020,175557503,PoloMandelaMTG,5726,1959,0,rap
5712,4/23/2020,1.18E+18,mxtej,1370,2384,0,rap
5713,4/23/2020,1.21E+18,TboTVV,5,3,1,rap
5714,4/23/2020,231329778,Grizzlybeatz,110778,1005,0,rap
5715,4/23/2020,1.21E+18,TboTVV,5,3,1,rap
5716,4/23/2020,40933039,RickyWaddas,17591,5284,0,rap
5717,4/23/2020,9.17E+17,thehot365,104,42,0,rap
